course_id,title_original,title,organization,rating,review_count,difficulty,course_type,duration_readable,duration,skills_formatted,skills,url,is_free
course~LavAmus3EemMjhKUVpGhxg,Principles of Sustainable Finance ,principle sustainable finance,Erasmus University Rotterdam,4.691894793344069,1863,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Environmental, Social, Corporate, Governance, Esg, Stakeholder, Engagement, Corporate, Sustainability, Risk, Management, Finance, Asset, Management, Investment, Management, Economics, Policy, Social, Study, Banking, Business, Strategy",environmental social corporate governance esg stakeholder engagement corporate sustainability risk management finance asset management investment management economics policy social study banking business strategy,/learn/sustainable-finance,True
s12n~d-W8Nid8Rn20AdppV3LzsQ,Project Management and Planning,project management planning,Johns Hopkins University,4.753731343283582,67,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Project, Closure, Work, Breakdown, Structure, Earned, Value, Management, Configuration, Management, Project, Portfolio, Management, Negotiation, Project, Management, Life, Cycle, Project, Management, Project, Schedule, Agile, Methodology, Project, Control, Product, Roadmaps, Scheduling, Conflict, Management, Agile, Project, Management, Project, Coordination, Risk, Management, Project, Planning, Team, Leadership, Stakeholder, Engagement",project closure work breakdown structure earned value management configuration management project portfolio management negotiation project management life cycle project management project schedule agile methodology project control product roadmaps scheduling conflict management agile project management project coordination risk management project planning team leadership stakeholder engagement,/specializations/project-management-and-planning,False
s12n~mZJh7rLcEe2DNQpOhYGSRQ,Human Anatomy & Physiology I,human anatomy physiology,Rice University,4.7890625,128,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Anatomy, Orthopedics, Kinesiology, Neurology, Medical, Terminology, Biochemistry, Biology, Chemistry, Physical, Therapy, Pathology, Molecular, Cellular, Microbiology, Pharmacology, Radiography, Life, Science, Lifelong, Learning",anatomy orthopedics kinesiology neurology medical terminology biochemistry biology chemistry physical therapy pathology molecular cellular microbiology pharmacology radiography life science lifelong learning,/specializations/human-anatomy-physiology-1,False
course~RqpO5PZcEeeLtRL2HSwRMA,Auditing I: Conceptual Foundations of Auditing,auditing conceptual foundation auditing,University of Illinois Urbana-Champaign,4.705426356589148,645,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Financial, Auditing, Auditing, Auditor, Report, Generally, Accepted, Auditing, Standard, Audit, Planning, External, Auditing, Certified, Public, Accountant, Financial, Reporting, Internal, Control, Quality, Assessment, Ethical, Standard, Conduct, Financial Statement, Business, Ethic, Risk, Analysis",financial auditing auditing auditor report generally accepted auditing standard audit planning external auditing certified public accountant financial reporting internal control quality assessment ethical standard conduct financial_statement business ethic risk analysis,/learn/auditing-part1-conceptual-foundations,False
course~5TWYj6aKEeSKZCIACymNCQ,How Things Work: An Introduction to Physics,thing work introduction physic,University of Virginia,4.80364238410596,3020,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Mechanic, Torque, Physic, Physic, Energy, Utility, Experimentation",mechanic torque physic physic energy utility experimentation,/learn/how-things-work,True
s12n~l09HJJOVQ_eKTnvpNefVBA,Certified Associate in Project Management (CAPM),certified associate project management capm,Packt,4.833333333333333,24,Intermediate,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Stakeholder, Management, Project, Documentation, Earned, Value, Management, User, Requirement, Document, Risk, Management, Product, Management, Ethical, Standard, Conduct, Leadership, Study, Kanban, Principle, Waterfall, Methodology, Business, Process, Team, Leadership, Project, Schedule, Performance, Management, Scaled, Agile, Framework, Project, Management, Software, Communication, Planning, Business, Modeling, Project, Coordination, User, Acceptance, Testing, Uat",stakeholder management project documentation earned value management user requirement document risk management product management ethical standard conduct leadership study kanban principle waterfall methodology business process team leadership project schedule performance management scaled agile framework project management software communication planning business modeling project coordination user acceptance testing uat,/specializations/packt-certified-associate-in-project-management-capm,False
s12n~0kc_rOadEeqw8Q4kKGlY4Q,Digital Signal Processing,digital signal processing,École Polytechnique Fédérale de Lausanne,4.528937259923175,781,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Digital, Communication, Image, Analysis, Telecommunication, Electrical, Engineering, Electrical, Computer, Engineering, Embedded, System, Electronic, System, Electronics, Engineering, Computer, Engineering, Engineering, Calculation, Electronics, Programming, Principle, Engineering, Analysis, Numerical, Analysis, Advanced, Mathematics, Algorithm, Linear, Algebra, Mathematical, Modeling, Calculus, Applied, Mathematics",digital communication image analysis telecommunication electrical engineering electrical computer engineering embedded system electronic system electronics engineering computer engineering engineering calculation electronics programming principle engineering analysis numerical analysis advanced mathematics algorithm linear algebra mathematical modeling calculus applied mathematics,/specializations/digital-signal-processing,False
course~8K8NHrfgEea2MQq2IjylnA,"Anatomy of the Chest, Neck, Abdomen, and Pelvis",anatomy chest neck abdomen pelvis,Yale University,4.834224598930481,1870,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Cardiology, Anatomy, Obstetrics, Gynecology, Gynecology, Urology, Patient, Positioning, Neurology, Pulmonology, Nephrology, Medical, Terminology, Pathology, Radiology, General, Medical, Test, Procedure, Surgery",cardiology anatomy obstetrics gynecology gynecology urology patient positioning neurology pulmonology nephrology medical terminology pathology radiology general medical test procedure surgery,/learn/trunk-anatomy,True
s12n~vHSjChiaEee7TQ7l_NHX0g,Software Testing and Automation,software testing automation,University of Minnesota,4.259645464025026,959,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Open, Web, Application, Security, Project, Owasp, Cucumber, Software, Software, Testing, Selenium, Software, Gherkin, Scripting, Language, Junit, Verification, Validation, Test, Automation, Unit, Testing, Security, Testing, Regression, Testing, Test, Case, Testability, Behaviordriven, Development, Code, Coverage, Performance, Testing, Development, Testing, Test, Planning, Acceptance, Testing, Software, Quality, Assurance",open web application security project owasp cucumber software software testing selenium software gherkin scripting language junit verification validation test automation unit testing security testing regression testing test case testability behaviordriven development code coverage performance testing development testing test planning acceptance testing software quality assurance,/specializations/software-testing-automation,False
course~lmx4OGjjEe6vIRJJdXRzxQ,BigQuery for Data Analysts,bigquery data analyst,Google Cloud,4.516666666666667,60,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Looker, Software, Big, Data, SQL, Data, Pipeline, Data, Transformation, Extract, Transform, Load, Data, Warehousing, Data, Cleansing, Data, Analysis, Data, Visualization, Software, Google, Sheet, Google, Cloud, Platform, Data, Importexport, Data, Integrity",looker software big data sql data pipeline data transformation extract transform load data warehousing data cleansing data analysis data visualization software google sheet google cloud platform data importexport data integrity,/learn/bigquery-for-data-analysts,False
s12n~D8F-StJ_Eeq_0QrPeKSQWQ,Introduction to Mechanics,introduction mechanic,Rice University,4.643023255813953,258,Intermediate,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Mechanic, Torque, Physic, Physic, Problem, Solving, Structural, Analysis, Mechanical, Engineering, Engineering, Calculation, Calculus, Engineering, Analysis, Physical, Science, Mathematical, Modeling, Algebra, Applied, Mathematics, Geometry, Trigonometry",mechanic torque physic physic problem solving structural analysis mechanical engineering engineering calculation calculus engineering analysis physical science mathematical modeling algebra applied mathematics geometry trigonometry,/specializations/introduction-to-mechanics,False
s12n~Lo83mZYpQSSAeqARK-fzKA,CompTIA A+ Certification Core 1 (220-1101),comptia certification core,Packt,4.654545454545454,55,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Network, Troubleshooting, Display, Device, Networking, Hardware, Virtual, Machine, Dynamic, Host, Configuration, Protocol, Dhcp, Cloud, Computing, Firewall, Mobile, Security, Usb, Computer, Networking, Network, Router, Network, Infrastructure, Network, Switch, Cloud, Security, Network, Protocol, System, Configuration, Data, Storage, System, Support",network troubleshooting display device networking hardware virtual machine dynamic host configuration protocol dhcp cloud computing firewall mobile security usb computer networking network router network infrastructure network switch cloud security network protocol system configuration data storage system support,/specializations/packt-comptia-certification-core-1-220-1101,False
s12n~oHAAm9czEeq2pQ75DN-BkQ,Core Java,core java,LearnQuest,4.620496427228283,2659,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Java, Programming, Spring, Framework, Java, Eclipse, Software, Object, Oriented, Programming, Oop, Object, Oriented, Design, Integrated, Development, Environment, Development, Environment, Java, Platform, Enterprise, Edition, Jee, Software, Design, Software, Installation, Computer, Programming, Programming, Principle, Program, Development, Virtual, Machine, Web, Development, Debugging, Package, Software, Management, Data, Structure, File, Management",java programming spring framework java eclipse software object oriented programming oop object oriented design integrated development environment development environment java platform enterprise edition jee software design software installation computer programming programming principle program development virtual machine web development debugging package software management data structure file management,/specializations/core-java,False
course~Bob8HYsxEeuqDwqw9ez0Fw,Machine Learning Foundations for Product Managers,machine learning foundation product_managers,Duke University,4.649373881932021,559,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Deep, Learning, Unsupervised, Learning, Classification, Regression, Tree, Cart, Machine, Learning, Regression, Analysis, Artificial, Intelligence, Machine, Learning, AI/ML, Artificial, Neural, Network, Decision, Tree, Learning, Computer, Vision, Supervised, Learning, Natural, Language, Processing, Random, Forest, Algorithm, Data, Science, Predictive, Analytics, Algorithm, Performance, Metric",deep learning unsupervised learning classification regression tree cart machine learning regression analysis artificial intelligence machine learning aiml artificial neural network decision tree learning computer vision supervised learning natural language processing random forest algorithm data science predictive analytics algorithm performance metric,/learn/machine-learning-foundations-for-product-managers,False
course~B8E2c3blEear9RKoJLO5Cw,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",divide conquer sorting searching randomized algorithm,Stanford University,4.762775787290213,5303,Intermediate,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Algorithm, Graph, Theory, Data, Structure, Theoretical, Computer, Science, Computational, Thinking, Mathematical, Theory, Analysis, Analysis, Probability, Design, Strategy",algorithm graph theory data structure theoretical computer science computational thinking mathematical theory analysis analysis probability design strategy,/learn/algorithms-divide-conquer,False
s12n~VVO-fDEEQQag6C4yxj0iuA,Neuromarketing,neuromarketing,Johns Hopkins University,4.571428571428571,14,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Research, Design, Science, Research, Laboratory, Research, Research, Methodology, Research, Consumer, Behaviour, Influencing, Marketing, Psychology, Persuasive, Communication, Statistical, Analysis, Ethical, Standard, Conduct, Data, Analysis, Data, Collection, Advertising, Behavioral, Economics, Experimentation, Decision Making, Neurology, Qualitative, Research, Psychology",research design science research laboratory research research methodology research consumer behaviour influencing marketing psychology persuasive communication statistical analysis ethical standard conduct data analysis data collection advertising behavioral economics experimentation decision_making neurology qualitative research psychology,/specializations/neuromarketing,False
s12n~RM8asLB_Eeq8swrFx8pPPQ,Digitalisation in Aeronautics and Space,digitalisation aeronautics space,Technical University of Munich (TUM),4.642424242424242,462,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Global, Positioning, System, Human, Factor, Manufacturing, Production, Manufacturing, Process, Digital, Transformation, Control, System, Aerospace, Basic, Quality, System, Standard, Telecommunication, Production, Process, Automation, Structural, Analysis, Engineering, Analysis, Leadership, Big, Data, Human, Machine, Interface, Cybersecurity, Robotic, Process, Automation, Mathematical, Modeling, Artificial, Intelligence, Engineering, Design, Process",global positioning system human factor manufacturing production manufacturing process digital transformation control system aerospace basic quality system standard telecommunication production process automation structural analysis engineering analysis leadership big data human machine interface cybersecurity robotic process automation mathematical modeling artificial intelligence engineering design process,/specializations/aerospace,False
s12n~DzS8V_hOEeWFBRLo60V7Aw,Data Mining,data mining,University of Illinois Urbana-Champaign,4.475059788179024,2927,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Data, Visualization, Data, Visualization, Software, Text, Mining, Data, Presentation, Data, Mining, Interactive, Data, Visualization, Data, Storytelling, Dashboard, Tableau, Software, Plot, Graphic, Natural, Language, Processing, Scatter, Plot, Unsupervised, Learning, Data, Mapping, Unstructured, Data, Statistical, Analysis, Graphing, Big, Data, Anomaly, Detection, Analytics",data visualization data visualization software text mining data presentation data mining interactive data visualization data storytelling dashboard tableau software plot graphic natural language processing scatter plot unsupervised learning data mapping unstructured data statistical analysis graphing big data anomaly detection analytics,/specializations/data-mining,False
s12n~QVY46CdtRzGOge38WVDDAg,Risk Management Professional (PMI-RMP®) Certification Course,risk management professional pmirmp certification course,LearnKartS,4.848387096774194,31,Intermediate,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Risk, Analysis, Project, Risk, Management, Risk, Management, Stakeholder, Management, Risk, Mitigation, Contingency, Planning, Continuous, Monitoring, Conflict, Management, Business, Risk, Management, Risk, Control, Performance, Analysis, Stakeholder, Engagement, Agile, Project, Management, Decision Making, Project, Management, Operational, Risk, Agile, Methodology, Risk, Appetite, Operational, Analysis, User, Story",risk analysis project risk management risk management stakeholder management risk mitigation contingency planning continuous monitoring conflict management business risk management risk control performance analysis stakeholder engagement agile project management decision_making project management operational risk agile methodology risk appetite operational analysis user story,/specializations/risk-management-certification,False
course~lnyeIPbxEeeHQRLf02JF5g,Ecology: Ecosystem Dynamics and Conservation,ecology ecosystem dynamic conservation,"American Museum of Natural History, Howard Hughes Medical Institute",4.841995221027479,3348,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Environment, System, Thinking, Environmental, Science, Natural, Resource, Management, Environmental, Resource, Management, Environmental, Issue, Biology, Mathematical, Modeling, Scientific, Method",environment system thinking environmental science natural resource management environmental resource management environmental issue biology mathematical modeling scientific method,/learn/ecology-conservation,True
s12n~Wk-9gU5kEeawMA4tKHMVIw,International Business Essentials,international business essential,University of London,4.584979633401223,1964,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Financial Statement, Business, Planning, Sampling, Statistic, Descriptive, Statistic, Organizational, Structure, Change, Management, Data, Presentation, Professional, Networking, Business, Mathematics, Verbal, Communication, Skill, Team, Building, Team, Management, Statistic, Business, Strategy, Professionalism, Resource, Allocation, Competitive, Analysis, Linear, Algebra, Mathematical, Modeling, Business, Strategy",financial_statement business planning sampling statistic descriptive statistic organizational structure change management data presentation professional networking business mathematics verbal communication skill team building team management statistic business strategy professionalism resource allocation competitive analysis linear algebra mathematical modeling business strategy,/specializations/mba,False
course~JKAOcLlzEe2p8w7w8oWO7Q,Applied Computational Fluid Dynamics,applied computational fluid dynamic,Siemens,4.680981595092025,163,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Engineering, Analysis, Thermal, Management, Hydraulics, Mechanical, Engineering, Simulation, Numerical, Analysis, Mathematical, Modeling, Engineering, Chemical, Engineering, Civil, Engineering, Physic",engineering analysis thermal management hydraulics mechanical engineering simulation numerical analysis mathematical modeling engineering chemical engineering civil engineering physic,/learn/applied-computational-fluid-dynamics,False
s12n~O7fHcpWzQfCaGN87rGkbAg,Microsoft Generative AI for Data Analysis,microsoft generative ai data analysis,Microsoft,4.289189189189189,74,Intermediate,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Prompt, Engineering, Data, Storytelling, Data, Presentation, Dashboard, Interactive, Data, Visualization, Generative, AI, Data, Ethic, Infographics, Data, Visualization, Anomaly, Detection, Excel, Formula, Predictive, Modeling, Data, Visualization, Software, Microsoft, Copilot, Business, Reporting, Risk, Analysis, Text, Mining, Risk, Management, Predictive, Analytics, Automation",prompt engineering data storytelling data presentation dashboard interactive data visualization generative ai data ethic infographics data visualization anomaly detection excel formula predictive modeling data visualization software microsoft copilot business reporting risk analysis text mining risk management predictive analytics automation,/professional-certificates/microsoft-genai-for-data-analysis,False
s12n~cY-skPMFEeyJxg7j8A0Faw,Data Analytics in the Public Sector with R,data analytics public sector r,University of Michigan,4.79375,80,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Data, Visualization, Exploratory, Data, Analysis, Plot, Graphic, Statistical, Analysis, Data, Presentation, Ggplot, Program, Evaluation, Policy, Analysis, Survey, Data, Ethic, Data, Analysis, Tidyverse, R, Package, Statistical, Visualization, R, Programming, Statistical, Method, Public, Policy, Data, Visualization, Software, Statistical, Hypothesis, Testing, Policy, Development, Political, Science",data visualization exploratory data analysis plot graphic statistical analysis data presentation ggplot program evaluation policy analysis survey data ethic data analysis tidyverse r package statistical visualization r programming statistical method public policy data visualization software statistical hypothesis testing policy development political science,/specializations/data-analytics-in-the-public-sector-with-r,False
course~_OZnMzM1EeaFHgo3JFU79w,EU policy and implementation: making Europe work! ,policy implementation making europe work,Universiteit Leiden,4.397905759162303,191,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Policy, Analysis, Public, Policy, Policy, Development, Political, Science, Environmental, Policy, Program, Evaluation, Governance, Research, Immigration, Law, Law, Regulation, Compliance",policy analysis public policy policy development political science environmental policy program evaluation governance research immigration law law regulation compliance,/learn/eu-making-europe-work,True
s12n~pZY2cJzHEei-Ig6fwTAslg,Fundamentals of Immunology,fundamental immunology,Rice University,4.7457182320442,2172,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Public, Health, Anatomy, Pharmacology, Molecular, Biology, Infectious, Disease, Medical, Terminology, Oncology, Microbiology, Pathology, Laboratory, Testing, Molecular, Cellular, Microbiology, Patient, Treatment, Biology, Medical, Science, Research, Biochemistry, Laboratory, Research",public health anatomy pharmacology molecular biology infectious disease medical terminology oncology microbiology pathology laboratory testing molecular cellular microbiology patient treatment biology medical science research biochemistry laboratory research,/specializations/immunology,False
course~dVt5vqEeEeiSlApOpDu8Gg,BIM Application for Engineers,bim application engineer,National Taiwan University,4.68836291913215,507,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Autodesk, Revit, Building, Information, Modeling, Autodesk, Construction, Estimating, Simulation, Simulation, Software, Modeling, Construction, Management, Data, Integration",autodesk revit building information modeling autodesk construction estimating simulation simulation software modeling construction management data integration,/learn/bim-application,True
course~mqlYA8RuEe6kghKtIX5xRw,"Source Systems, Data Ingestion, and Pipelines",source system data ingestion pipeline,"DeepLearning.AI, Amazon Web Services",4.747663551401869,107,Intermediate,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Apache, Airflow, Data, Pipeline, Data, Integration, Infrastructure, Code, Iac, Terraform, Extract, Transform, Load, Amazon, Cloudwatch, Data, Quality, Amazon, Web, Service, Cicd, Data, Processing, Nosql",apache airflow data pipeline data integration infrastructure code iac terraform extract transform load amazon cloudwatch data quality amazon web service cicd data processing nosql,/learn/source-systems-data-ingestion-and-pipelines,False
course~LBkkbZLiEemsugp4Hlq9wA,Natural Language Processing with Probabilistic Models,natural language processing probabilistic model,DeepLearning.AI,4.703977272727273,1760,Intermediate,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Natural, Language, Processing, Markov, Model, Text, Mining, Artificial, Intelligence, Machine, Learning, AI/ML, Artificial, Neural, Network, Machine, Learning, Method, Data, Processing, Algorithm, Data, Cleansing, Probability, Statistic",natural language processing markov model text mining artificial intelligence machine learning aiml artificial neural network machine learning method data processing algorithm data cleansing probability statistic,/learn/probabilistic-models-in-nlp,False
s12n~MwK7kV9zTXG0TkL8M33B3g,Go and C++:  Programming in Two Successor Languages of C,go programming two successor language,"University of California, Santa Cruz",4.431956257594168,2469,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Programming, Language, Go, Programming, Language, Data, Structure, Object, Oriented, Programming, Oop, Software, Design, Pattern, Debugging, Object, Oriented, Design, Programming, Principle, Unit, Testing, Algorithm, Programming, Language, Computer, Programming, Integrated, Development, Environment, Graph, Theory, Software, Testing, Computer, Science, File, Management, Artificial, Intelligence, Integration, Testing, Game, Design",programming language go programming language data structure object oriented programming oop software design pattern debugging object oriented design programming principle unit testing algorithm programming language computer programming integrated development environment graph theory software testing computer science file management artificial intelligence integration testing game design,/specializations/go-and-c-plus-plus,False
s12n~GE62Qjo4Eea9vQqeg-LyDQ,Advanced Business Analytics,advanced business analytics,University of Colorado Boulder,4.558267412695351,5183,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Data, Storytelling, Data, Presentation, Data, Governance, Data, Visualization, Data, Storage, Technology, Predictive, Analytics, Exploratory, Data, Analysis, Analytics, Business, Analytics, Data, Storage, Big, Data, Risk, Analysis, Database, Data, Modeling, Business, Analysis, Business, Intelligence, Data, Visualization, Software, Data, Analysis, Data, Cleansing, SQL",data storytelling data presentation data governance data visualization data storage technology predictive analytics exploratory data analysis analytics business analytics data storage big data risk analysis database data modeling business analysis business intelligence data visualization software data analysis data cleansing sql,/specializations/data-analytics-business,False
course~ORAIlTLtEeizIBKbQHnlqg,Data Visualization with Python,data visualization python,IBM,4.487232460127262,12101,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Data, Visualization, Software, Plotly, Data, Visualization, Dashboard, Interactive, Data, Visualization, Matplotlib, Seaborn, Data, Presentation, Data, Analysis, Geospatial, Information, Technology, Panda, Python, Package, Scatter, Plot, Histogram, Heat, Map, Box, Plot, Python, Programming",data visualization software plotly data visualization dashboard interactive data visualization matplotlib seaborn data presentation data analysis geospatial information technology panda python package scatter plot histogram heat map box plot python programming,/learn/python-for-data-visualization,False
course~FmDuCnEzEeWKsgrp3VnvAw,Introduction to Ancient Egypt and Its Civilization,introduction ancient egypt civilization,University of Pennsylvania,4.636490737504369,2861,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Ancient History, Art, History, Anthropology, Social, Study, Timeline, World, History, Liberal, Art, Cultural, Diversity, Governance, Research, Methodology, Investigation, Storytelling",ancient_history art history anthropology social study timeline world history liberal art cultural diversity governance research methodology investigation storytelling,/learn/introancientegypt,True
course~5mAuak8zEemKoQ4qeYq26g,Convolutional Neural Networks in TensorFlow,convolutional neural network tensorflow,DeepLearning.AI,4.7152616811028425,8197,Intermediate,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Tensorflow, Kera, Neural, Network, Library, Computer, Vision, Image, Analysis, Applied, Machine, Learning, Deep, Learning, Artificial, Neural, Network, Machine, Learning, Supervised, Learning, Data, Processing",tensorflow kera neural network library computer vision image analysis applied machine learning deep learning artificial neural network machine learning supervised learning data processing,/learn/convolutional-neural-networks-tensorflow,False
s12n~wP_KofPdSkKMbNYC2p0KRw,SHRM Certified Professional (SHRM-CP) Exam Prep,shrm certified professional shrmcp exam prep,Board Infinity,3.868354430379747,79,Intermediate,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Talent, Acquisition, Human, Resource, Diversity, Equity, Inclusion, Initiative, Recruitment, Strategy, Human, Resource, Strategy, Leadership, Development, Organizational, Development, Talent, Recruitment, Tech, Human, Capital, Organizational, Change, Communication, Strategic, Leadership, Organizational, Effectiveness, Leadership, Study, Human, Resource, Information, System, Hris, Workforce, Development, Intercultural, Competence, Employee, Training, Innovation",talent acquisition human resource diversity equity inclusion initiative recruitment strategy human resource strategy leadership development organizational development talent recruitment tech human capital organizational change communication strategic leadership organizational effectiveness leadership study human resource information system hris workforce development intercultural competence employee training innovation,/specializations/shrm,False
course~WGKjcPbxEeeENAqf5jsdFA,The Science of Stem Cells,science stem cell,American Museum of Natural History,4.743906299461855,3159,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Medical, Science, Research, Healthcare, Ethic, Clinical, Research, Life, Science, Biology, Precision, Medicine, Molecular, Biology, Emerging, Technology, Laboratory, Research, Ethical, Standard, Conduct",medical science research healthcare ethic clinical research life science biology precision medicine molecular biology emerging technology laboratory research ethical standard conduct,/learn/stem-cells,True
s12n~WAWz4plFEeWuQhIPCjYhEw,Coaching Skills for Managers,coaching skill manager,"University of California, Davis",4.773673328738802,2902,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Key, Performance, Indicator, Kpis, Employee, Coaching, Coaching, Gap, Analysis, Management, Training, Development, Performance, Management, Performance, Analysis, Expectation, Management, Employee, Performance, Management, People, Management, Leadership, Management, Performance, Improvement, Accountability, Personal, Development, Leadership, Development, Meeting, Facilitation, Constructive, Feedback, People, Development, Leadership, Communication",key performance indicator kpis employee coaching coaching gap analysis management training development performance management performance analysis expectation management employee performance management people management leadership management performance improvement accountability personal development leadership development meeting facilitation constructive feedback people development leadership communication,/specializations/coaching-skills-manager,False
course~EtEAgQeUEea_hRLvvwwU3Q,Nutrition and Lifestyle in Pregnancy,nutrition lifestyle pregnancy,Ludwig-Maximilians-Universität München (LMU),4.773757079924481,3178,Intermediate,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Maternal, Health, Patient, Education, Counseling, Preventative, Care, Clinical, Nutrition, Nutrition, Diet, Food, Safety, Sanitation, Medical, Science, Research, Chronic, Disease",maternal health patient education counseling preventative care clinical nutrition nutrition diet food safety sanitation medical science research chronic disease,/learn/nutrition-pregnancy,True
s12n~XOVbfsFfTTSX2ie2StU9cQ,Design of Ventilation& Air conditioning System for Buildings,design ventilation air conditioning system building,L&T EduTech,4.527777777777778,54,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Hvac, Fire, Life, Safety, Building, Service, Engineering, Building, Code, Equipment, Design, Thermal, Management, Mechanical, Engineering, Hydraulics, Safety, Assurance, Plumbing, Facility, Repair, Maintenance, Drafting, Engineering, Design, Energy, Utility, Control, System, Engineering, Calculation, Architectural, Engineering, Environmental, Monitoring, Mechanical, Design, Estimation, Environmental, Issue",hvac fire life safety building service engineering building code equipment design thermal management mechanical engineering hydraulics safety assurance plumbing facility repair maintenance drafting engineering design energy utility control system engineering calculation architectural engineering environmental monitoring mechanical design estimation environmental issue,/specializations/design-of-ventilation-and-air-conditioning-system-for-buildings,False
course~lPFk5n_aEe6hyw4UDDa2MQ,Governmental Accounting and Reporting I ,governmental accounting reporting,University of Illinois Urbana-Champaign,4.777777777777778,9,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Fund, Accounting, Governmental, Accounting, Financial, Reporting, Nonprofit, Accounting, Accounting, Generally, Accepted, Accounting, Principle, Gaap, General, Ledger, Financial Statement, Cash, Flow, Accrual, Accounting, Revenue, Recognition, Depreciation, Reconciliation, Budgeting, Accountability",fund accounting governmental accounting financial reporting nonprofit accounting accounting generally accepted accounting principle gaap general ledger financial_statement cash flow accrual accounting revenue recognition depreciation reconciliation budgeting accountability,/learn/governmental-accounting-and-reporting-1,False
s12n~KfKc2WJzSuW7tLT4T_RhAQ,Agroforestry,agroforestry,University of Florida,4.766233766233766,77,Intermediate,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Land, Management, Environment, Resource, Management, Water, Resource, Natural, Resource, Management, Environmental, Issue, Environment, Plant, Operation, Management, System, Thinking, Environmental, Science, Environmental, Engineering, Restoration, Cultural, Diversity, Spatial, Analysis, Mitigation, Research, Biology",land management environment resource management water resource natural resource management environmental issue environment plant operation management system thinking environmental science environmental engineering restoration cultural diversity spatial analysis mitigation research biology,/specializations/agroforestry-all,False
course~grRYIubyEeaVLRKoA_hS8A,Schizophrenia,schizophrenia,Wesleyan University,4.769864141622067,2429,Intermediate,Course,1-3 months,ONE_TO_THREE_MONTHS,"Psychiatry, Clinical, Psychology, Mental, Health, Disease, Disorder, Pharmacology, Psychotherapy, Psychology, Mental, Behavioral, Health, Mental, Health, Patient, Evaluation, Neurology, Scientific, Method, Magnetic, Resonance, Imaging, Research, Methodology, Medical, Imaging",psychiatry clinical psychology mental health disease disorder pharmacology psychotherapy psychology mental behavioral health mental health patient evaluation neurology scientific method magnetic resonance imaging research methodology medical imaging,/learn/schizophrenia,True
